ステータス,モデル,データセット,dataset_seed,LSTMCell,optimizer,scheduler,batch,model.n_layers,model.d_model,units,output_units,エポック数,ode_solver_unfolds,input_mapping,検証精度 (Val Acc),テスト精度 (Test Acc),平均レイテンシ (ms/バッチ),p95 レイテンシ (ms/バッチ),学習時間/epoch,訓練時 Memoey Allocated [MB],推論時 Memoey Allocated [MB],チェックポイントパス,wandbリンク,備考
完了,sequence,mnist,0,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9472155570983887,39.467037200927734,40.69732666015625,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/fblroeb0,
完了,sequence,mnist,0,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9472155570983887,39.467037200927734,40.69732666015625,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/fblroeb0,
完了,sequence,mnist,0,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9409054517745972,39.647544860839844,41.64257049560547,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/00lx2pd6,
完了,sequence,mnist,0,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9409054517745972,39.647544860839844,41.64257049560547,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/00lx2pd6,
完了,sequence,mnist,1,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9018429517745972,37.33604049682617,40.11928176879883,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/dhc62zy7,
完了,sequence,mnist,1,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9018429517745972,37.33604049682617,40.11928176879883,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/dhc62zy7,
完了,sequence,mnist,0,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9420071840286255,39.28964614868164,41.62223815917969,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/r9zxpjul,
完了,sequence,mnist,0,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9420071840286255,39.28964614868164,41.62223815917969,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/r9zxpjul,
完了,sequence,mnist,1,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.4429086446762085,38.92646789550781,40.5435905456543,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/efyf6x68,
完了,sequence,mnist,1,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.4429086446762085,38.92646789550781,40.5435905456543,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/efyf6x68,
完了,sequence,mnist,2,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9166666865348816,37.17664337158203,38.09515380859375,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/50qhkl23,
完了,sequence,mnist,2,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9166666865348816,37.17664337158203,38.09515380859375,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/50qhkl23,
完了,sequence,mnist,0,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9388020634651184,36.868080139160156,42.17030715942383,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/3jwre0dq,
完了,sequence,mnist,0,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9388020634651184,36.868080139160156,42.17030715942383,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/3jwre0dq,
完了,sequence,mnist,1,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.3048878312110901,39.28217315673828,42.01969909667969,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/0ixbkeo2,
完了,sequence,mnist,1,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.3048878312110901,39.28217315673828,42.01969909667969,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/0ixbkeo2,
完了,sequence,mnist,2,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.4246794879436493,39.008140563964844,40.15177536010742,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/58niy7bf,
完了,sequence,mnist,2,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.4246794879436493,39.008140563964844,40.15177536010742,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/58niy7bf,
完了,sequence,mnist,3,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9118589758872986,39.352752685546875,40.071044921875,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/0jlmyvax,
完了,sequence,mnist,3,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9118589758872986,39.352752685546875,40.071044921875,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/0jlmyvax,
完了,sequence,mnist,0,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9354968070983887,37.10467529296875,39.59024429321289,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/15l2xy9a,
完了,sequence,mnist,0,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9354968070983887,37.10467529296875,39.59024429321289,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/15l2xy9a,
完了,sequence,mnist,1,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.25470754504203796,39.62742233276367,45.663482666015625,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/6anc79ht,
完了,sequence,mnist,1,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.25470754504203796,39.62742233276367,45.663482666015625,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/6anc79ht,
完了,sequence,mnist,2,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.30588942766189575,36.469173431396484,39.45266342163086,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/ynk4xlij,
完了,sequence,mnist,2,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.30588942766189575,36.469173431396484,39.45266342163086,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/ynk4xlij,
完了,sequence,mnist,3,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.5008012652397156,39.01213073730469,40.603580474853516,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/o93lsaxm,
完了,sequence,mnist,3,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.5008012652397156,39.01213073730469,40.603580474853516,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/o93lsaxm,
完了,sequence,mnist,4,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9145632982254028,39.95376205444336,45.85728073120117,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/rditcxt0,
完了,sequence,mnist,4,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9145632982254028,39.95376205444336,45.85728073120117,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/rditcxt0,
完了,sequence,mnist,0,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9312900900840759,39.180416107177734,39.9869499206543,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/f08a1kvb,
完了,sequence,mnist,0,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9312900900840759,39.180416107177734,39.9869499206543,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/f08a1kvb,
完了,sequence,mnist,1,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.21584534645080566,39.79098892211914,40.71854782104492,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/237elk5g,
完了,sequence,mnist,1,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.21584534645080566,39.79098892211914,40.71854782104492,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/237elk5g,
完了,sequence,mnist,2,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.23597756028175354,36.260902404785156,37.70726776123047,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/0nbxtua7,
完了,sequence,mnist,2,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.23597756028175354,36.260902404785156,37.70726776123047,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/0nbxtua7,
完了,sequence,mnist,3,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.30548879504203796,38.83977127075195,41.55167007446289,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/6kp20oit,
完了,sequence,mnist,3,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.30548879504203796,38.83977127075195,41.55167007446289,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/6kp20oit,
完了,sequence,mnist,4,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.4600360691547394,37.1851921081543,39.4407844543457,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/p8f7735e,
完了,sequence,mnist,4,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.4600360691547394,37.1851921081543,39.4407844543457,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/p8f7735e,
完了,sequence,mnist,5,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9143629670143127,36.78025436401367,37.792179107666016,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/vk972qog,
完了,sequence,mnist,5,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9143629670143127,36.78025436401367,37.792179107666016,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/vk972qog,
完了,sequence,mnist,0,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9380007982254028,39.304256439208984,40.44507598876953,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/5gumo9i2,
完了,sequence,mnist,0,True,adamw,cosine_warmup,128,1,28,64,10,100,6,affine,,0.9380007982254028,39.304256439208984,40.44507598876953,,,21.904478073120117,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/5gumo9i2,
