phase_type,noise_level,task,テスト精度 (Test Acc),平均レイテンシ (ms/バッチ),p95 レイテンシ (ms/バッチ),推論時 Memory Allocated [MB],推論時 Memory Reserved [MB],学習時間/epoch,訓練時 Memory Allocated [MB],訓練時 Memory Reserved [MB],検証精度 (Val Acc),チェックポイントパス
inference,-1,0,0.8859999775886536,61.4155387878418,65.60269927978516,36.78740310668945,48.0,,,,,N/A
inference,-1,0,0.6679999828338623,60.72221755981445,63.98567581176758,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.9428571462631226,61.10624313354492,64.09961700439453,36.787109375,49.5,,,,,N/A
inference,-1,0,0.5540000200271606,61.126747131347656,65.13614654541016,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.7950000166893005,61.9671516418457,64.83438873291016,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9415000081062317,61.05360794067383,66.32452392578125,36.787109375,49.16666793823242,,,,,N/A
inference,-1,0,0.4359999895095825,60.67878341674805,64.12773895263672,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.7185714244842529,61.800697326660156,66.32118225097656,36.787109375,49.5,,,,,N/A
inference,-1,2,0.8679999709129333,61.80706024169922,65.76353454589844,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.8949999809265137,61.34087371826172,64.97309875488281,36.787010192871094,49.33333206176758,,,,,N/A
inference,-1,0,0.4090000092983246,61.78767395019531,66.16905975341797,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.6585714221000671,60.707462310791016,64.81439971923828,36.787109375,49.5,,,,,N/A
inference,-1,2,0.8305000066757202,60.815185546875,65.1009750366211,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.8341666460037231,62.81281661987305,72.01578521728516,36.787010192871094,49.33333206176758,,,,,N/A
inference,-1,4,0.868571400642395,62.33665466308594,68.68766021728516,36.78719711303711,49.411766052246094,,,,,N/A
