phase_type,noise_level,task,テスト精度 (Test Acc),平均レイテンシ (ms/バッチ),p95 レイテンシ (ms/バッチ),推論時 Memory Allocated [MB],推論時 Memory Reserved [MB],学習時間/epoch,訓練時 Memory Allocated [MB],訓練時 Memory Reserved [MB],検証精度 (Val Acc),チェックポイントパス
inference,-1,0,0.8859999775886536,61.30118179321289,64.83824920654297,36.78740310668945,48.0,,,,,N/A
inference,-1,0,0.7860000133514404,62.68891906738281,68.98599243164062,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.949999988079071,63.258270263671875,68.01386260986328,36.787109375,49.5,,,,,N/A
inference,-1,0,0.6800000071525574,60.41510009765625,63.83913040161133,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.8621428608894348,61.79429626464844,65.7273941040039,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9384999871253967,61.978004455566406,66.71430206298828,36.787109375,49.16666793823242,,,,,N/A
inference,-1,0,0.6359999775886536,64.40164947509766,65.88043212890625,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.8135714530944824,63.2742805480957,65.27559661865234,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9300000071525574,62.81945037841797,66.87853240966797,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.9437500238418579,63.35078811645508,67.68302154541016,36.787010192871094,49.33333206176758,,,,,N/A
inference,-1,0,0.5899999737739563,63.777156829833984,67.91903686523438,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.7785714268684387,61.3228759765625,64.9563217163086,36.787109375,49.5,,,,,N/A
inference,-1,2,0.8495000004768372,62.4315071105957,66.92893981933594,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.8620833158493042,62.67618942260742,67.10340118408203,36.787010192871094,49.33333206176758,,,,,N/A
inference,-1,4,0.9067857265472412,63.94769287109375,69.37808990478516,36.78719711303711,49.411766052246094,,,,,N/A
