phase_type,noise_level,task,テスト精度 (Test Acc),平均レイテンシ (ms/バッチ),p95 レイテンシ (ms/バッチ),推論時 Memory Allocated [MB],推論時 Memory Reserved [MB],学習時間/epoch,訓練時 Memory Allocated [MB],訓練時 Memory Reserved [MB],検証精度 (Val Acc),チェックポイントパス
inference,-1,0,0.8859999775886536,62.68132781982422,66.20079040527344,36.78740310668945,48.0,,,,,N/A
inference,-1,0,0.6909999847412109,60.76215744018555,64.1451187133789,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.9471428394317627,60.71549987792969,65.58171844482422,36.787109375,49.5,,,,,N/A
inference,-1,0,0.7170000076293945,61.57648468017578,64.40249633789062,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.8671428561210632,61.67090606689453,64.66665649414062,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9484999775886536,61.05710983276367,65.29090118408203,36.787109375,49.16666793823242,,,,,N/A
inference,-1,0,0.6340000033378601,62.50236511230469,66.66241455078125,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.8271428346633911,61.51190185546875,64.50581359863281,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9375,61.42864990234375,63.78096008300781,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.9441666603088379,62.13994216918945,66.99166107177734,36.787010192871094,49.33333206176758,,,,,N/A
inference,-1,0,0.6420000195503235,62.05031967163086,67.11784362792969,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.7614285945892334,60.83785629272461,63.14406967163086,36.787109375,49.5,,,,,N/A
inference,-1,2,0.8809999823570251,62.077232360839844,66.90974426269531,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.903333306312561,61.64457702636719,66.96302795410156,36.787010192871094,49.33333206176758,,,,,N/A
inference,-1,4,0.9375,61.425697326660156,64.24531555175781,36.78719711303711,49.411766052246094,,,,,N/A
