phase_type,noise_level,task,テスト精度 (Test Acc),平均レイテンシ (ms/バッチ),p95 レイテンシ (ms/バッチ),推論時 Memory Allocated [MB],推論時 Memory Reserved [MB],学習時間/epoch,訓練時 Memory Allocated [MB],訓練時 Memory Reserved [MB],検証精度 (Val Acc),チェックポイントパス
inference,-1,0,0.8859999775886536,61.89484405517578,65.63449096679688,36.78740310668945,48.0,,,,,N/A
inference,-1,0,0.6549999713897705,61.927696228027344,64.60808563232422,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.9428571462631226,60.6552848815918,64.25827026367188,36.787109375,49.5,,,,,N/A
inference,-1,0,0.5740000009536743,60.84296417236328,63.89155197143555,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.829285740852356,60.95209884643555,63.705833435058594,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9505000114440918,61.805877685546875,68.02190399169922,36.787109375,49.16666793823242,,,,,N/A
inference,-1,0,0.5950000286102295,60.3304443359375,62.6558952331543,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.8028571605682373,61.21213150024414,63.948883056640625,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9254999756813049,61.97018051147461,65.9488754272461,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.940833330154419,61.69296646118164,65.65908813476562,36.787010192871094,49.33333206176758,,,,,N/A
inference,-1,0,0.5590000152587891,62.90232467651367,67.25538635253906,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.7599999904632568,63.162940979003906,67.97102355957031,36.787109375,49.5,,,,,N/A
inference,-1,2,0.8634999990463257,61.05748748779297,65.120849609375,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.8854166865348816,61.01106643676758,64.42491149902344,36.787010192871094,49.33333206176758,,,,,N/A
inference,-1,4,0.9128571152687073,62.44019317626953,72.88526153564453,36.78719711303711,49.411766052246094,,,,,N/A
