phase_type,noise_level,task,テスト精度 (Test Acc),平均レイテンシ (ms/バッチ),p95 レイテンシ (ms/バッチ),推論時 Memory Allocated [MB],推論時 Memory Reserved [MB],学習時間/epoch,訓練時 Memory Allocated [MB],訓練時 Memory Reserved [MB],検証精度 (Val Acc),チェックポイントパス
inference,-1,0,0.8859999775886536,63.45697021484375,65.78839111328125,36.78740310668945,48.0,,,,,N/A
inference,-1,0,0.7070000171661377,62.02873611450195,64.61034393310547,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.9300000071525574,62.286170959472656,66.48724365234375,36.787109375,49.5,,,,,N/A
inference,-1,0,0.6669999957084656,62.186805725097656,65.18482971191406,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.8364285826683044,62.023536682128906,64.86376953125,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9470000267028809,61.32291030883789,64.77926635742188,36.787109375,49.16666793823242,,,,,N/A
inference,-1,0,0.5979999899864197,61.63202667236328,65.187255859375,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.8078571557998657,63.31652069091797,67.11808013916016,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9269999861717224,63.298667907714844,67.18272399902344,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.8620833158493042,63.848575592041016,70.60575866699219,36.787010192871094,49.33333206176758,,,,,N/A
inference,-1,0,0.6209999918937683,62.46681594848633,65.88888549804688,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.7835714221000671,64.25646209716797,67.65555572509766,36.787109375,49.5,,,,,N/A
inference,-1,2,0.8790000081062317,63.76634979248047,67.44258880615234,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.8829166889190674,62.412532806396484,66.41647338867188,36.787010192871094,49.33333206176758,,,,,N/A
inference,-1,4,0.9232142567634583,63.06962203979492,67.03717041015625,36.78719711303711,49.411766052246094,,,,,N/A
