phase_type,noise_level,task,テスト精度 (Test Acc),平均レイテンシ (ms/バッチ),p95 レイテンシ (ms/バッチ),推論時 Memory Allocated [MB],推論時 Memory Reserved [MB],学習時間/epoch,訓練時 Memory Allocated [MB],訓練時 Memory Reserved [MB],検証精度 (Val Acc),チェックポイントパス
inference,-1,0,0.8859999775886536,60.514163970947266,63.30061340332031,36.78740310668945,48.0,,,,,N/A
inference,-1,0,0.722000002861023,61.77635192871094,64.51165771484375,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.9435714483261108,61.94790267944336,66.27045440673828,36.787109375,49.5,,,,,N/A
inference,-1,0,0.6620000004768372,60.199012756347656,63.551429748535156,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.8707143068313599,61.915462493896484,64.50321197509766,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9419999718666077,60.767417907714844,64.92536926269531,36.787109375,49.16666793823242,,,,,N/A
inference,-1,0,0.6159999966621399,61.5704345703125,64.13575744628906,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.8064285516738892,61.41311264038086,66.70673370361328,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9235000014305115,62.028263092041016,66.64046478271484,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.9358333349227905,61.77476501464844,65.55430603027344,36.787010192871094,49.33333206176758,,,,,N/A
inference,-1,0,0.6380000114440918,60.99744415283203,64.01121520996094,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.7621428370475769,62.30117416381836,67.95645904541016,36.787109375,49.5,,,,,N/A
inference,-1,2,0.890999972820282,60.48870086669922,63.15702819824219,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.8999999761581421,61.324893951416016,66.27486419677734,36.787010192871094,49.33333206176758,,,,,N/A
inference,-1,4,0.9296428561210632,61.75876235961914,65.38316345214844,36.78719711303711,49.411766052246094,,,,,N/A
