phase,phase_type,train_seed,test_seed,task_id,noise_level,テスト精度 (Test Acc),平均レイテンシ (ms/バッチ),p95 レイテンシ (ms/バッチ),推論時 Memory Allocated [MB],推論時 Memory Reserved [MB],学習時間/epoch,訓練時 Memory Allocated [MB],訓練時 Memory Reserved [MB],検証精度 (Val Acc),チェックポイントパス,wandbリンク
test_only,inference,-1,42,6,0.4,0.9142857193946838,3.126591682434082,3.9349637031555176,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/089ndmwv
test_only,inference,-1,42,6,0.5,0.9117857217788696,3.0916037559509277,3.8129758834838867,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/y8trlbt0
test_only,inference,-1,42,6,0.6,0.9064285755157471,3.1363658905029297,3.897416353225708,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/frafjerm
test_only,inference,-1,42,6,0.7,0.9064285755157471,3.388920545578003,7.60722017288208,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/4j5b6ilq
test_only,inference,-1,42,6,0.8,0.9053571224212646,3.2200522422790527,4.0766520500183105,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/006inpb9
test_only,inference,-1,42,6,0.0,0.9182142615318298,3.212860345840454,3.9883017539978027,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/webczm1y
test_only,inference,-1,42,6,0.1,0.918571412563324,3.3685944080352783,5.852941989898682,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/6r9w5h18
test_only,inference,-1,42,6,0.2,0.918571412563324,3.463015079498291,4.587246894836426,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/mh9xkora
test_only,inference,-1,42,6,0.3,0.9164285659790039,3.241828441619873,3.9872822761535645,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/1s43gwwm
test_only,inference,-1,42,6,0.4,0.9160714149475098,3.1175694465637207,4.047341346740723,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/7syb8rxc
