phase_type,noise_level,task,テスト精度 (Test Acc),平均レイテンシ (ms/バッチ),p95 レイテンシ (ms/バッチ),推論時 Memory Allocated [MB],推論時 Memory Reserved [MB],学習時間/epoch,訓練時 Memory Allocated [MB],訓練時 Memory Reserved [MB],検証精度 (Val Acc),チェックポイントパス
inference,-1.0,0,0.920714259147644,61.71736526489258,64.04593658447266,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,0,0.6321428418159485,61.62580108642578,63.34986877441406,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,1,0.8303571343421936,65.87116241455078,67.99537658691406,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,0,0.6324999928474426,61.552303314208984,64.092041015625,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,1,0.7907142639160156,64.61308288574219,66.56432342529297,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,2,0.8596428632736206,61.456031799316406,63.88177490234375,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,0,0.625,66.16073608398438,73.17182922363281,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,1,0.7857142686843872,65.67544555664062,68.57059478759766,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,2,0.7682142853736877,65.24667358398438,67.58621978759766,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,3,0.8017857074737549,65.7979507446289,67.55864715576172,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,0,0.704285740852356,62.039398193359375,64.19403076171875,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,1,0.5414285659790039,61.549537658691406,68.68157196044922,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,2,0.5810714364051819,64.57339477539062,67.6289291381836,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,3,0.39892858266830444,66.07316589355469,68.30915832519531,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,4,0.6571428775787354,65.23970794677734,67.06168365478516,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,0,0.8792856931686401,64.6158676147461,66.96726989746094,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,1,0.3546428680419922,61.075927734375,62.82816696166992,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,2,0.45428571105003357,61.200801849365234,64.19346618652344,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,3,0.2549999952316284,65.36748504638672,67.48062896728516,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,4,0.5532143115997314,64.51530456542969,66.79502868652344,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,5,0.7810714244842529,62.088924407958984,65.14431762695312,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,0,0.7149999737739563,64.70048522949219,66.31583404541016,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,1,0.3700000047683716,60.94984817504883,62.52381134033203,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,2,0.5182142853736877,65.01115417480469,66.61674499511719,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,3,0.28999999165534973,64.9216537475586,67.3542251586914,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,4,0.4035714268684387,64.9734115600586,66.94740295410156,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,5,0.6775000095367432,61.60507583618164,63.56680679321289,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,6,0.1899999976158142,61.63656997680664,63.724998474121094,36.78672409057617,49.47368240356445,,,,,N/A
