phase_type,noise_level,task,テスト精度 (Test Acc),平均レイテンシ (ms/バッチ),p95 レイテンシ (ms/バッチ),推論時 Memory Allocated [MB],推論時 Memory Reserved [MB],学習時間/epoch,訓練時 Memory Allocated [MB],訓練時 Memory Reserved [MB],検証精度 (Val Acc),チェックポイントパス
inference,-1.0,0,0.920714259147644,61.29050064086914,62.98700714111328,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,0,0.6271428465843201,62.05562210083008,64.10443878173828,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,1,0.8753571510314941,61.56900405883789,64.4802017211914,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,0,0.7046428322792053,65.17437744140625,68.67489624023438,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,1,0.7900000214576721,60.973777770996094,62.93999099731445,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,2,0.8714285492897034,61.746543884277344,65.88045501708984,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,0,0.6096428632736206,64.98932647705078,70.34927368164062,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,1,0.8167856931686401,65.805419921875,69.19796752929688,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,2,0.7696428298950195,66.02745056152344,67.64250183105469,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,3,0.7878571152687073,64.93485260009766,69.65534210205078,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,0,0.7889285683631897,64.80852508544922,67.5992660522461,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,1,0.6949999928474426,61.304779052734375,63.75150680541992,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,2,0.7046428322792053,60.67005920410156,64.48249816894531,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,3,0.44428572058677673,64.45301055908203,66.57756805419922,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,4,0.7724999785423279,66.692626953125,74.12196350097656,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,0,0.8767856955528259,60.82612991333008,62.724647521972656,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,1,0.5696428418159485,65.1165771484375,67.14286804199219,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,2,0.6507142782211304,65.27696228027344,72.68025970458984,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,3,0.30250000953674316,66.18036651611328,68.38492584228516,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,4,0.5774999856948853,61.746761322021484,66.73361206054688,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,5,0.8207142949104309,60.55533218383789,62.17257308959961,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,0,0.7578571438789368,60.829471588134766,63.7842903137207,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,1,0.568928599357605,64.58145141601562,71.72502899169922,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,2,0.654285728931427,65.89009094238281,67.1430892944336,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,3,0.3125,61.28607940673828,63.18057632446289,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,4,0.5571428537368774,62.22608947753906,64.94361877441406,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,5,0.7003571391105652,61.033668518066406,63.143062591552734,36.78672409057617,49.47368240356445,,,,,N/A
inference,-1.0,6,0.1899999976158142,61.3382453918457,63.08600616455078,36.78672409057617,49.47368240356445,,,,,N/A
