phase_type,noise_level,task,テスト精度 (Test Acc),平均レイテンシ (ms/バッチ),p95 レイテンシ (ms/バッチ),推論時 Memory Allocated [MB],推論時 Memory Reserved [MB],学習時間/epoch,訓練時 Memory Allocated [MB],訓練時 Memory Reserved [MB],検証精度 (Val Acc),チェックポイントパス
inference,-1,0,0.8859999775886536,63.59206008911133,66.3174819946289,36.78740310668945,48.0,,,,,N/A
training,-1,0,0.8859999775886536,64.41251373291016,68.93213653564453,36.39921951293945,48.0,,,,,/work/outputs/2025-09-10/06-39-42-888909/checkpoints/val/accuracy.ckpt
inference,-1,0,0.878000020980835,59.83924102783203,63.04654312133789,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.941428542137146,62.90256881713867,67.47122955322266,36.787109375,49.5,,,,,N/A
training,-1,1,0.9421428442001343,63.49959945678711,66.17903137207031,36.39892578125,48.0,,,,,/work/outputs/2025-09-10/06-45-49-084593/checkpoints/val/accuracy.ckpt
inference,-1,0,0.7570000290870667,61.472599029541016,63.84209060668945,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.918571412563324,62.4044303894043,65.65483856201172,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9505000114440918,62.382408142089844,67.79618072509766,36.787109375,49.16666793823242,,,,,N/A
training,-1,2,0.9169999957084656,63.92641067504883,70.18312072753906,36.39892578125,48.0,,,,,/work/outputs/2025-09-10/06-53-38-781686/checkpoints/val/accuracy.ckpt
inference,-1,0,0.722000002861023,63.2178840637207,65.71029663085938,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.8328571319580078,63.6432991027832,68.03590393066406,36.787109375,49.5,,,,,N/A
inference,-1,2,0.940500020980835,63.56496047973633,67.55741882324219,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.9375,62.23371124267578,65.3045654296875,36.787010192871094,49.33333206176758,,,,,N/A
training,-1,3,0.9141666889190674,63.26616287231445,67.62773132324219,36.398826599121094,48.0,,,,,/work/outputs/2025-09-10/07-03-13-639288/checkpoints/val/accuracy.ckpt
inference,-1,0,0.6970000267028809,61.66907501220703,64.69636535644531,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.7842857241630554,61.22426223754883,65.57123565673828,36.787109375,49.5,,,,,N/A
inference,-1,2,0.8995000123977661,61.55936050415039,65.78956604003906,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.9200000166893005,62.245506286621094,67.38532257080078,36.787010192871094,49.33333206176758,,,,,N/A
inference,-1,4,0.9360714554786682,61.01436996459961,64.23631286621094,36.78719711303711,49.411766052246094,,,,,N/A
training,-1,4,0.9121428728103638,62.37728500366211,69.46378326416016,36.39901351928711,48.0,,,,,/work/outputs/2025-09-10/07-14-21-030734/checkpoints/val/accuracy.ckpt
