phase_type,noise_level,task,テスト精度 (Test Acc),平均レイテンシ (ms/バッチ),p95 レイテンシ (ms/バッチ),推論時 Memory Allocated [MB],推論時 Memory Reserved [MB],学習時間/epoch,訓練時 Memory Allocated [MB],訓練時 Memory Reserved [MB],検証精度 (Val Acc),チェックポイントパス
inference,-1,0,0.8859999775886536,61.167625427246094,63.665287017822266,36.78740310668945,48.0,,,,,N/A
training,-1,0,0.8859999775886536,62.732303619384766,67.1801986694336,36.39921951293945,48.0,,,,,/work/outputs/2025-09-09/19-15-00-514100/checkpoints/val/accuracy.ckpt
inference,-1,0,0.8930000066757202,61.17360305786133,64.36204528808594,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.8907142877578735,61.891475677490234,65.29048919677734,36.787109375,49.5,,,,,N/A
training,-1,1,0.9421428442001343,60.901607513427734,65.9478530883789,36.39892578125,49.5,,,,,/work/outputs/2025-09-09/19-20-52-977399/checkpoints/val/accuracy.ckpt
inference,-1,0,0.9049999713897705,62.25703048706055,66.01097869873047,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.9221428632736206,60.4678840637207,63.25291061401367,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9445000290870667,60.82045364379883,65.88985443115234,36.787109375,49.16666793823242,,,,,N/A
training,-1,2,0.9169999957084656,61.79970932006836,65.6447982788086,36.39892578125,50.0,,,,,/work/outputs/2025-09-09/19-28-28-614932/checkpoints/val/accuracy.ckpt
inference,-1,0,0.8920000195503235,62.64812469482422,69.07344818115234,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.9307143092155457,61.387001037597656,64.2421646118164,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9480000138282776,60.93497848510742,64.37614440917969,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.9429166913032532,62.134178161621094,65.12641143798828,36.787010192871094,49.33333206176758,,,,,N/A
training,-1,3,0.9141666889190674,62.14405822753906,67.8259506225586,36.398826599121094,50.0,,,,,/work/outputs/2025-09-09/19-37-47-578471/checkpoints/val/accuracy.ckpt
inference,-1,0,0.8669999837875366,61.01274108886719,63.63365173339844,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.9314285516738892,62.30374526977539,66.38484954833984,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9350000023841858,59.73394775390625,63.61635208129883,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.9329166412353516,60.99900817871094,63.85248947143555,36.787010192871094,49.33333206176758,,,,,N/A
inference,-1,4,0.9424999952316284,60.91807174682617,63.42115020751953,36.78719711303711,49.411766052246094,,,,,N/A
training,-1,4,0.9121428728103638,62.33591842651367,68.958251953125,36.39901351928711,48.0,,,,,/work/outputs/2025-09-09/19-48-38-039895/checkpoints/val/accuracy.ckpt
