phase_type,noise_level,task,テスト精度 (Test Acc),平均レイテンシ (ms/バッチ),p95 レイテンシ (ms/バッチ),推論時 Memory Allocated [MB],推論時 Memory Reserved [MB],学習時間/epoch,訓練時 Memory Allocated [MB],訓練時 Memory Reserved [MB],検証精度 (Val Acc),チェックポイントパス
inference,-1,0,0.8859999775886536,61.97285461425781,65.75157165527344,36.78740310668945,48.0,,,,,N/A
training,-1,0,0.8859999775886536,61.52311706542969,67.43340301513672,36.39921951293945,48.0,,,,,/work/outputs/2025-09-09/16-37-24-906344/checkpoints/val/accuracy.ckpt
inference,-1,0,0.9039999842643738,61.40220642089844,64.45690155029297,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.9399999976158142,61.465606689453125,64.43128967285156,36.787109375,49.5,,,,,N/A
training,-1,1,0.9421428442001343,60.86851119995117,64.79803466796875,36.39892578125,48.0,,,,,/work/outputs/2025-09-09/16-43-15-548449/checkpoints/val/accuracy.ckpt
inference,-1,0,0.828000009059906,60.38951110839844,63.15166091918945,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.9285714030265808,61.118350982666016,65.30198669433594,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9549999833106995,62.13402557373047,70.05221557617188,36.787109375,49.16666793823242,,,,,N/A
training,-1,2,0.9169999957084656,60.78411102294922,63.99068832397461,36.39892578125,48.0,,,,,/work/outputs/2025-09-09/16-50-54-159697/checkpoints/val/accuracy.ckpt
inference,-1,0,0.7730000019073486,60.47927474975586,63.30353546142578,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.8764285445213318,61.640541076660156,65.74654388427734,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9474999904632568,61.16759490966797,64.3735122680664,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.9537500143051147,61.07276153564453,63.44374084472656,36.787010192871094,49.33333206176758,,,,,N/A
training,-1,3,0.9141666889190674,63.52179718017578,72.63011169433594,36.398826599121094,48.0,,,,,/work/outputs/2025-09-09/17-00-10-877710/checkpoints/val/accuracy.ckpt
inference,-1,0,0.7329999804496765,61.513301849365234,66.26979064941406,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.8257142901420593,61.37791442871094,66.0988998413086,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9319999814033508,61.60496520996094,68.94538879394531,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.934166669845581,61.707096099853516,66.61237335205078,36.787010192871094,49.33333206176758,,,,,N/A
inference,-1,4,0.9449999928474426,60.98332595825195,64.4394302368164,36.78719711303711,49.411766052246094,,,,,N/A
training,-1,4,0.9121428728103638,62.436683654785156,65.05046844482422,36.39901351928711,48.0,,,,,/work/outputs/2025-09-09/17-11-07-283285/checkpoints/val/accuracy.ckpt
