phase_type,noise_level,task,テスト精度 (Test Acc),平均レイテンシ (ms/バッチ),p95 レイテンシ (ms/バッチ),推論時 Memory Allocated [MB],推論時 Memory Reserved [MB],学習時間/epoch,訓練時 Memory Allocated [MB],訓練時 Memory Reserved [MB],検証精度 (Val Acc),チェックポイントパス
inference,-1,0,0.8859999775886536,60.916343688964844,63.6558723449707,36.78740310668945,48.0,,,,,N/A
training,-1,0,0.8859999775886536,61.20641326904297,67.45465850830078,36.39921951293945,48.0,,,,,/work/outputs/2025-09-10/07-20-03-941656/checkpoints/val/accuracy.ckpt
inference,-1,0,0.890999972820282,60.77756118774414,64.5831298828125,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.9449999928474426,62.27267074584961,65.22760772705078,36.787109375,49.5,,,,,N/A
training,-1,1,0.9421428442001343,62.42654800415039,67.43338775634766,36.39892578125,48.0,,,,,/work/outputs/2025-09-10/07-25-54-808205/checkpoints/val/accuracy.ckpt
inference,-1,0,0.7440000176429749,61.25752258300781,65.0625991821289,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.9242857098579407,61.802433013916016,64.86578369140625,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9520000219345093,61.39657974243164,64.11888122558594,36.787109375,49.16666793823242,,,,,N/A
training,-1,2,0.9169999957084656,62.46089553833008,67.20110321044922,36.39892578125,48.0,,,,,/work/outputs/2025-09-10/07-33-31-863463/checkpoints/val/accuracy.ckpt
inference,-1,0,0.703000009059906,60.53289031982422,63.24750900268555,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.8628571629524231,61.94810485839844,66.37495422363281,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9470000267028809,62.51732635498047,67.13314819335938,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.9437500238418579,60.93149185180664,68.31034851074219,36.787010192871094,49.33333206176758,,,,,N/A
training,-1,3,0.9141666889190674,62.64552307128906,66.44352722167969,36.398826599121094,48.0,,,,,/work/outputs/2025-09-10/07-42-55-798526/checkpoints/val/accuracy.ckpt
inference,-1,0,0.6959999799728394,63.59898376464844,66.12857818603516,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.8142856955528259,64.91854858398438,68.10614013671875,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9244999885559082,64.2118911743164,71.28752136230469,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.92208331823349,63.240394592285156,67.54124450683594,36.787010192871094,49.33333206176758,,,,,N/A
inference,-1,4,0.9296428561210632,62.855979919433594,65.71465301513672,36.78719711303711,49.411766052246094,,,,,N/A
training,-1,4,0.9121428728103638,63.64262008666992,67.72763061523438,36.39901351928711,48.0,,,,,/work/outputs/2025-09-10/07-54-00-346014/checkpoints/val/accuracy.ckpt
