phase_type,noise_level,task,テスト精度 (Test Acc),平均レイテンシ (ms/バッチ),p95 レイテンシ (ms/バッチ),推論時 Memory Allocated [MB],推論時 Memory Reserved [MB],学習時間/epoch,訓練時 Memory Allocated [MB],訓練時 Memory Reserved [MB],検証精度 (Val Acc),チェックポイントパス
inference,-1,0,0.8859999775886536,61.74814987182617,65.5648422241211,36.78740310668945,48.0,,,,,N/A
training,-1,0,0.8859999775886536,60.46722412109375,64.38587951660156,36.39921951293945,48.0,,,,,/work/outputs/2025-09-10/04-01-50-584826/checkpoints/val/accuracy.ckpt
inference,-1,0,0.8690000176429749,61.53837966918945,64.82955932617188,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.9399999976158142,61.57305145263672,65.36986541748047,36.787109375,49.5,,,,,N/A
training,-1,1,0.9421428442001343,61.74308776855469,66.86966705322266,36.39892578125,49.5,,,,,/work/outputs/2025-09-10/04-07-39-911377/checkpoints/val/accuracy.ckpt
inference,-1,0,0.7490000128746033,61.60771560668945,67.61885833740234,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.8942857384681702,59.39692687988281,61.66740036010742,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9514999985694885,62.015506744384766,64.67581939697266,36.787109375,49.16666793823242,,,,,N/A
training,-1,2,0.9169999957084656,61.26785659790039,64.96107482910156,36.39892578125,48.0,,,,,/work/outputs/2025-09-10/04-15-15-016537/checkpoints/val/accuracy.ckpt
inference,-1,0,0.6759999990463257,61.4993782043457,64.64860534667969,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.8435714244842529,60.66288375854492,63.1548957824707,36.787109375,49.5,,,,,N/A
inference,-1,2,0.940500020980835,61.3350830078125,64.99134826660156,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.9516666531562805,62.967891693115234,67.54121398925781,36.787010192871094,49.33333206176758,,,,,N/A
training,-1,3,0.9141666889190674,61.83342361450195,64.62323760986328,36.398826599121094,48.0,,,,,/work/outputs/2025-09-10/04-24-28-189563/checkpoints/val/accuracy.ckpt
inference,-1,0,0.6019999980926514,60.49226379394531,64.33125305175781,36.78740310668945,48.0,,,,,N/A
inference,-1,1,0.7842857241630554,61.643157958984375,64.2322998046875,36.787109375,49.5,,,,,N/A
inference,-1,2,0.9085000157356262,61.119354248046875,66.98529052734375,36.787109375,49.16666793823242,,,,,N/A
inference,-1,3,0.9116666913032532,61.14809799194336,67.02804565429688,36.787010192871094,49.33333206176758,,,,,N/A
inference,-1,4,0.9267857074737549,62.431522369384766,69.29907989501953,36.78719711303711,49.411766052246094,,,,,N/A
training,-1,4,0.9121428728103638,61.69223403930664,64.23657989501953,36.39901351928711,48.0,,,,,/work/outputs/2025-09-10/04-35-29-061354/checkpoints/val/accuracy.ckpt
